"sample","rownames.track_V4_all.","input","filtered","denoised","nonchim","run"
"029_NGS22-011","029_NGS22-011","113862","28876","28139","26249","r1"
"030_NGS22-011","030_NGS22-011","107104","20351","19598","18405","r1"
"031_NGS22-011","031_NGS22-011","205640","63469","62320","55261","r1"
"032_NGS22-011","032_NGS22-011","194065","53269","52301","46665","r1"
"033_NGS22-011","033_NGS22-011","188703","48477","47540","42208","r1"
"034_NGS22-011","034_NGS22-011","170224","41022","40216","36456","r1"
"035_NGS22-011","035_NGS22-011","168564","47093","46265","41928","r1"
"036_NGS22-011","036_NGS22-011","190462","42552","41550","37154","r1"
"037_NGS22-011","037_NGS22-011","118642","28107","27163","25534","r1"
"038_NGS22-011","038_NGS22-011","143797","32192","31385","28559","r1"
"039_NGS22-011","039_NGS22-011","270274","76701","75414","66949","r1"
"040_NGS22-011","040_NGS22-011","230936","55196","54280","47950","r1"
"041_NGS22-011","041_NGS22-011","122530","26440","25492","23943","r1"
"042_NGS22-011","042_NGS22-011","125901","22449","21929","21081","r1"
"043_NGS22-011","043_NGS22-011","148838","26067","25584","24116","r1"
"044_NGS22-011","044_NGS22-011","129720","20177","19767","19056","r1"
"045_NGS22-011","045_NGS22-011","121933","22058","21409","20817","r1"
"046_NGS22-011","046_NGS22-011","121116","21006","20376","19151","r1"
"047_NGS22-011","047_NGS22-011","125104","25294","24878","23802","r1"
"048_NGS22-011","048_NGS22-011","170292","29960","29260","28019","r1"
"049_NGS22-011","049_NGS22-011","173230","42028","41095","38152","r1"
"050_NGS22-011","050_NGS22-011","128003","31681","31040","29725","r1"
"051_NGS22-011","051_NGS22-011","119730","32540","31828","29090","r1"
"052_NGS22-011","052_NGS22-011","117926","28760","27806","24964","r1"
"053_NGS22-011","053_NGS22-011","171086","41807","40641","37937","r1"
"054_NGS22-011","054_NGS22-011","107710","23702","22818","21265","r1"
"055_NGS22-011","055_NGS22-011","148664","46488","45253","40670","r1"
"056_NGS22-011","056_NGS22-011","51729","13198","12694","12297","r1"
"057_NGS22-011","057_NGS22-011","88179","23033","22464","20822","r1"
"058_NGS22-011","058_NGS22-011","60411","15128","14740","14164","r1"
"059_NGS22-011","059_NGS22-011","70268","20168","19647","18328","r1"
"060_NGS22-011","060_NGS22-011","70980","16408","15977","14793","r1"
"061_NGS22-011","061_NGS22-011","70285","16022","15549","15506","r1"
"062_NGS22-011","062_NGS22-011","64459","12436","12086","12084","r1"
"063_NGS22-011","063_NGS22-011","64839","16122","16044","16044","r1"
"064_NGS22-011","064_NGS22-011","62354","13882","13712","13712","r1"
"065_NGS22-011","065_NGS22-011","148359","30528","30278","30234","r1"
"066_NGS22-011","066_NGS22-011","143703","32653","32356","32289","r1"
"067_NGS22-011","067_NGS22-011","100042","21993","21474","21389","r1"
"068_NGS22-011","068_NGS22-011","117716","24875","24661","24661","r1"
"069_NGS22-011","069_NGS22-011","67957","13122","12943","12857","r1"
"070_NGS22-011","070_NGS22-011","139188","33418","32911","32683","r1"
"071_NGS22-011","071_NGS22-011","243392","63767","62388","53119","r1"
"072_NGS22-011","072_NGS22-011","164230","34215","33099","29618","r1"
"073_NGS22-011","073_NGS22-011","74276","21286","20304","18541","r1"
"074_NGS22-011","074_NGS22-011","83406","25587","24632","22701","r1"
"075_NGS22-011","075_NGS22-011","37031","10666","9705","9145","r1"
"076_NGS22-011","076_NGS22-011","123038","36533","35343","32323","r1"
"077_NGS22-011","077_NGS22-011","60021","16484","15643","14722","r1"
"078_NGS22-011","078_NGS22-011","66658","18741","17784","16361","r1"
"079_NGS22-011","079_NGS22-011","98903","30088","28947","25324","r1"
"080_NGS22-011","080_NGS22-011","39536","10378","9827","9519","r1"
"081_NGS22-011","081_NGS22-011","201324","58158","56349","47986","r1"
"082_NGS22-011","082_NGS22-011","238050","71761","69877","56559","r1"
"083_NGS22-011","083_NGS22-011","76670","18266","17117","15780","r1"
"084_NGS22-011","084_NGS22-011","206020","51077","49213","44782","r1"
"085_NGS22-011","085_NGS22-011","173970","47207","45315","36232","r1"
"086_NGS22-011","086_NGS22-011","325436","106838","105852","97386","r1"
"087_NGS22-011","087_NGS22-011","279925","88470","87819","80671","r1"
"088_NGS22-011","088_NGS22-011","175738","37666","36951","33345","r1"
"089_NGS22-011","089_NGS22-011","228386","60209","58887","50326","r1"
"090_NGS22-011","090_NGS22-011","204982","58017","57231","51286","r1"
"091_NGS22-011","091_NGS22-011","53424","16618","16032","14916","r1"
"092_NGS22-011","092_NGS22-011","201728","50345","48791","41978","r1"
"093_NGS22-011","093_NGS22-011","263449","82557","80447","67861","r1"
"094_NGS22-011","094_NGS22-011","102075","29153","28136","25341","r1"
"095_NGS22-011","095_NGS22-011","194263","56844","55233","47752","r1"
"096_NGS22-011","096_NGS22-011","314","65","25","25","r1"
"097_NGS22-011","097_NGS22-011","163977","40252","38964","34193","r1"
"098_NGS22-011","098_NGS22-011","113406","26329","25252","22300","r1"
"099_NGS22-011","099_NGS22-011","167481","37161","35656","33159","r1"
"100_NGS22-011","100_NGS22-011","156444","34421","33243","29823","r1"
"101_NGS22-011","101_NGS22-011","88478","18143","17623","16772","r1"
"102_NGS22-011","102_NGS22-011","117737","27130","26429","24117","r1"
"103_NGS22-011","103_NGS22-011","100029","22213","21689","20151","r1"
"104_NGS22-011","104_NGS22-011","132649","30408","29682","27003","r1"
"105_NGS22-011","105_NGS22-011","151617","38289","37183","31610","r1"
"106_NGS22-011","106_NGS22-011","90878","21943","21274","19871","r1"
"107_NGS22-011","107_NGS22-011","133572","34391","33448","27873","r1"
"108_NGS22-011","108_NGS22-011","130370","32415","31647","28441","r1"
"109_NGS22-011","109_NGS22-011","124089","31929","31232","29223","r1"
"110_NGS22-011","110_NGS22-011","147326","34050","32986","29145","r1"
"111_NGS22-011","111_NGS22-011","142385","34299","33467","30777","r1"
"112_NGS22-011","112_NGS22-011","128446","35357","34113","30493","r1"
"113_NGS22-011","113_NGS22-011","157632","36835","35972","32076","r1"
"114_NGS22-011","114_NGS22-011","96023","37915","37182","35315","r1"
"115_NGS22-011","115_NGS22-011","123895","39749","38800","35210","r1"
"116_NGS22-011","116_NGS22-011","143733","35809","35001","31611","r1"
"117_NGS22-011","117_NGS22-011","171119","73271","72076","66504","r1"
"118_NGS22-011","118_NGS22-011","125494","35443","34496","29713","r1"
"119_NGS22-011","119_NGS22-011","123074","31654","30856","29277","r1"
"120_NGS22-011","120_NGS22-011","101713","26797","26195","25112","r1"
"121_NGS22-011","121_NGS22-011","68629","14272","13716","13006","r1"
"122_NGS22-011","122_NGS22-011","45353","8721","8475","8243","r1"
"123_NGS22-011","123_NGS22-011","84181","16515","15825","13624","r1"
"124_NGS22-011","124_NGS22-011","79649","14964","14475","13367","r1"
"125_NGS22-011","125_NGS22-011","56708","10928","10462","9930","r1"
"126_NGS22-011","126_NGS22-011","72156","16912","16259","14637","r1"
"127_NGS22-011","127_NGS22-011","102607","19442","18609","17072","r1"
"128_NGS22-011","128_NGS22-011","2106038","20455","19846","16592","r1"
"129_NGS22-011","129_NGS22-011","356525","9","1","1","r1"
"130_NGS22-011","130_NGS22-011","489717","15513","14727","12661","r1"
"131_NGS22-011","131_NGS22-011","551683","14789","14248","12017","r1"
"132_NGS22-011","132_NGS22-011","1987029","17161","16576","15431","r1"
"133_NGS22-011","133_NGS22-011","531573","5728","5401","5205","r1"
"134_NGS22-011","134_NGS22-011","551865","10732","10148","9521","r1"
"135_NGS22-011","135_NGS22-011","1063816","17486","16612","15545","r1"
"136_NGS22-011","136_NGS22-011","616630","22323","21496","18371","r1"
"137_NGS22-011","137_NGS22-011","725919","24133","23352","20019","r1"
"138_NGS22-011","138_NGS22-011","524085","11247","10704","10256","r1"
"139_NGS22-011","139_NGS22-011","470850","15819","15123","13659","r1"
"140_NGS22-011","140_NGS22-011","476553","17506","16425","15222","r1"
"141_NGS22-011","141_NGS22-011","1407673","19775","19288","17913","r1"
"142_NGS22-011","142_NGS22-011","1724933","18731","18213","16302","r1"
"143_NGS22-011","143_NGS22-011","823662","15635","15080","13879","r1"
"144_NGS22-011","144_NGS22-011","474484","19148","18494","16359","r1"
"145_NGS22-011","145_NGS22-011","60478","11777","10666","9593","r1"
"146_NGS22-011","146_NGS22-011","62011","11543","10568","9760","r1"
"147_NGS22-011","147_NGS22-011","67119","12263","11424","10841","r1"
"148_NGS22-011","148_NGS22-011","57620","10909","10077","9366","r1"
"149_NGS22-011","149_NGS22-011","67205","11438","10622","10222","r1"
"150_NGS22-011","150_NGS22-011","91731","18854","17748","16497","r1"
"151_NGS22-011","151_NGS22-011","156722","40322","39229","32546","r1"
"152_NGS22-011","152_NGS22-011","140438","35112","34007","25173","r1"
"153_NGS22-011","153_NGS22-011","124669","30980","29897","23415","r1"
"154_NGS22-011","154_NGS22-011","51030","11755","11150","9619","r1"
"155_NGS22-011","155_NGS22-011","78277","17730","17269","13482","r1"
"156_NGS22-011","156_NGS22-011","110458","23109","22273","17759","r1"
"157_NGS22-011","157_NGS22-011","81621","17703","17034","14600","r1"
"158_NGS22-011","158_NGS22-011","126429","21151","20426","16129","r1"
"159_NGS22-011","159_NGS22-011","165","15","2","2","r1"
"160_NGS22-011","160_NGS22-011","119","27","2","2","r1"
"161_NGS22-011","161_NGS22-011","82","17","2","2","r1"
"162_NGS22-011","162_NGS22-011","133","26","10","10","r1"
"163_NGS22-011","163_NGS22-011","105","11","2","2","r1"
"164_NGS22-011","164_NGS22-011","99","16","1","1","r1"
"165_NGS22-011","165_NGS22-011","91","10","1","1","r1"
"166_NGS22-011","166_NGS22-011","162","29","8","8","r1"
"167_NGS22-011","167_NGS22-011","147","27","13","13","r1"
"168_NGS22-011","168_NGS22-011","258313","57938","56088","46039","r1"
"169_NGS22-011","169_NGS22-011","327405","94570","92415","76224","r1"
"170_NGS22-011","170_NGS22-011","199705","52311","51090","44149","r1"
"K1i_NGS22-011","K1i_NGS22-011","291545","69322","68180","63545","r1"
"K1p_NGS22-011","K1p_NGS22-011","21338","5618","5559","5559","r1"
"K2i_NGS22-011","K2i_NGS22-011","179059","47478","46470","42822","r1"
"K2p_NGS22-011","K2p_NGS22-011","246208","59046","58062","54618","r1"
"K3i_NGS22-011","K3i_NGS22-011","233227","67013","66153","62788","r1"
"K4i_NGS22-011","K4i_NGS22-011","261603","66411","65137","58930","r1"
"075_NGS22-016","075_NGS22-016","103203","5319","4953","4816","r2"
"080_NGS22-016","080_NGS22-016","108887","3751","3492","3492","r2"
"096_NGS22-016","096_NGS22-016","95510","6046","5601","5579","r2"
"122_NGS22-016","122_NGS22-016","117961","3041","2887","2887","r2"
"130_NGS22-016","130_NGS22-016","95672","2544","2311","2311","r2"
"131_NGS22-016","131_NGS22-016","102688","2646","2467","2413","r2"
"132_NGS22-016","132_NGS22-016","160423","5628","5358","5077","r2"
"133_NGS22-016","133_NGS22-016","143334","4826","4515","4484","r2"
"134_NGS22-016","134_NGS22-016","204205","11044","10699","10555","r2"
"135_NGS22-016","135_NGS22-016","82062","3776","3530","3516","r2"
"136_NGS22-016","136_NGS22-016","55341","1468","1368","1331","r2"
"137_NGS22-016","137_NGS22-016","71320","2435","2249","2171","r2"
"138_NGS22-016","138_NGS22-016","69698","2028","1872","1825","r2"
"139_NGS22-016","139_NGS22-016","69046","2586","2420","2420","r2"
"140_NGS22-016","140_NGS22-016","129846","6355","6025","6019","r2"
"141_NGS22-016","141_NGS22-016","125210","4468","4206","4206","r2"
"142_NGS22-016","142_NGS22-016","119855","7437","7258","6769","r2"
"143_NGS22-016","143_NGS22-016","56466","2867","2719","2719","r2"
"144_NGS22-016","144_NGS22-016","110820","6157","5904","5590","r2"
"160_NGS22-016","160_NGS22-016","107144","3687","3445","3374","r2"
"161_NGS22-016","161_NGS22-016","112529","7279","7068","6801","r2"
"162_NGS22-016","162_NGS22-016","38815","2046","1960","1930","r2"
"163_NGS22-016","163_NGS22-016","37959","2703","2501","2471","r2"
"164_NGS22-016","164_NGS22-016","34","1","1","1","r2"
"165_NGS22-016","165_NGS22-016","196048","13045","12522","10478","r2"
"166_NGS22-016","166_NGS22-016","150648","11204","10738","9788","r2"
"167_NGS22-016","167_NGS22-016","79729","5166","4783","4439","r2"
"K1p_NGS22-016","K1p_NGS22-016","11719","1195","1170","1170","r2"
